UKPRN,HE Provider,Country of HE provider,Region of HE provider,Academic Year,Nature of Event,Metric,Type of event,Value
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Free events,Academic staff time (days),Other,238
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Free events,Attendees,Public lectures,10960
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Free events,Attendees,"Performance arts (music, dance, drama etc.)",0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Free events,Attendees,"Exhibitions (galleries, museums etc.)",0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Free events,Attendees,Museum education,0
10001282,University of Northumbria at Newcastle,England,North East,2022/23,Free events,Attendees,Other,65647
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Chargeable events,Academic staff time (days),Public lectures,30
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Chargeable events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",9
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Chargeable events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Chargeable events,Academic staff time (days),Museum education,0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Chargeable events,Academic staff time (days),Other,22
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Chargeable events,Attendees,Public lectures,4940
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Chargeable events,Attendees,"Performance arts (music, dance, drama etc.)",380
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Chargeable events,Attendees,"Exhibitions (galleries, museums etc.)",0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Chargeable events,Attendees,Museum education,0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Chargeable events,Attendees,Other,123159
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Free events,Academic staff time (days),Public lectures,92
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Free events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",7
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Free events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",1
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Free events,Academic staff time (days),Museum education,0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Free events,Academic staff time (days),Other,194
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Free events,Attendees,Public lectures,11842
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Free events,Attendees,"Performance arts (music, dance, drama etc.)",462
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Free events,Attendees,"Exhibitions (galleries, museums etc.)",30
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Free events,Attendees,Museum education,0
10001282,University of Northumbria at Newcastle,England,North East,2023/24,Free events,Attendees,Other,27643
10007159,The University of Sunderland,England,North East,2014/15,Chargeable events,Academic staff time (days),Public lectures,84
10007159,The University of Sunderland,England,North East,2014/15,Chargeable events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",186
10007159,The University of Sunderland,England,North East,2014/15,Chargeable events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",146
10007159,The University of Sunderland,England,North East,2014/15,Chargeable events,Academic staff time (days),Museum education,474
10007159,The University of Sunderland,England,North East,2014/15,Chargeable events,Academic staff time (days),Other,55
10007159,The University of Sunderland,England,North East,2014/15,Chargeable events,Attendees,Public lectures,374
10007159,The University of Sunderland,England,North East,2014/15,Chargeable events,Attendees,"Performance arts (music, dance, drama etc.)",3231
10007159,The University of Sunderland,England,North East,2014/15,Chargeable events,Attendees,"Exhibitions (galleries, museums etc.)",786
10007159,The University of Sunderland,England,North East,2014/15,Chargeable events,Attendees,Museum education,8590
10007159,The University of Sunderland,England,North East,2014/15,Chargeable events,Attendees,Other,1140
10007159,The University of Sunderland,England,North East,2014/15,Free events,Academic staff time (days),Public lectures,98
10007159,The University of Sunderland,England,North East,2014/15,Free events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",48
10007159,The University of Sunderland,England,North East,2014/15,Free events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",170
10007159,The University of Sunderland,England,North East,2014/15,Free events,Academic staff time (days),Museum education,48
10007159,The University of Sunderland,England,North East,2014/15,Free events,Academic staff time (days),Other,191
10007159,The University of Sunderland,England,North East,2014/15,Free events,Attendees,Public lectures,2186
10007159,The University of Sunderland,England,North East,2014/15,Free events,Attendees,"Performance arts (music, dance, drama etc.)",572
10007159,The University of Sunderland,England,North East,2014/15,Free events,Attendees,"Exhibitions (galleries, museums etc.)",31598
10007159,The University of Sunderland,England,North East,2014/15,Free events,Attendees,Museum education,1129
10007159,The University of Sunderland,England,North East,2014/15,Free events,Attendees,Other,3320
10007159,The University of Sunderland,England,North East,2015/16,Chargeable events,Academic staff time (days),Public lectures,0
10007159,The University of Sunderland,England,North East,2015/16,Chargeable events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",6
10007159,The University of Sunderland,England,North East,2015/16,Chargeable events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",123
10007159,The University of Sunderland,England,North East,2015/16,Chargeable events,Academic staff time (days),Museum education,432
10007159,The University of Sunderland,England,North East,2015/16,Chargeable events,Academic staff time (days),Other,56
10007159,The University of Sunderland,England,North East,2015/16,Chargeable events,Attendees,Public lectures,0
10007159,The University of Sunderland,England,North East,2015/16,Chargeable events,Attendees,"Performance arts (music, dance, drama etc.)",1966
10007159,The University of Sunderland,England,North East,2015/16,Chargeable events,Attendees,"Exhibitions (galleries, museums etc.)",619
10007159,The University of Sunderland,England,North East,2015/16,Chargeable events,Attendees,Museum education,5441
10007159,The University of Sunderland,England,North East,2015/16,Chargeable events,Attendees,Other,1225
10007159,The University of Sunderland,England,North East,2015/16,Free events,Academic staff time (days),Public lectures,19
10007159,The University of Sunderland,England,North East,2015/16,Free events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",2
10007159,The University of Sunderland,England,North East,2015/16,Free events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",129
10007159,The University of Sunderland,England,North East,2015/16,Free events,Academic staff time (days),Museum education,92
10007159,The University of Sunderland,England,North East,2015/16,Free events,Academic staff time (days),Other,152
10007159,The University of Sunderland,England,North East,2015/16,Free events,Attendees,Public lectures,3576
10007159,The University of Sunderland,England,North East,2015/16,Free events,Attendees,"Performance arts (music, dance, drama etc.)",395
10007159,The University of Sunderland,England,North East,2015/16,Free events,Attendees,"Exhibitions (galleries, museums etc.)",54285
10007159,The University of Sunderland,England,North East,2015/16,Free events,Attendees,Museum education,2059
10007159,The University of Sunderland,England,North East,2015/16,Free events,Attendees,Other,6497
10007159,The University of Sunderland,England,North East,2016/17,Chargeable events,Academic staff time (days),Public lectures,0
10007159,The University of Sunderland,England,North East,2016/17,Chargeable events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",6
10007159,The University of Sunderland,England,North East,2016/17,Chargeable events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",16
10007159,The University of Sunderland,England,North East,2016/17,Chargeable events,Academic staff time (days),Museum education,137
10007159,The University of Sunderland,England,North East,2016/17,Chargeable events,Academic staff time (days),Other,1
10007159,The University of Sunderland,England,North East,2016/17,Chargeable events,Attendees,Public lectures,0
10007159,The University of Sunderland,England,North East,2016/17,Chargeable events,Attendees,"Performance arts (music, dance, drama etc.)",808
10007159,The University of Sunderland,England,North East,2016/17,Chargeable events,Attendees,"Exhibitions (galleries, museums etc.)",84
10007159,The University of Sunderland,England,North East,2016/17,Chargeable events,Attendees,Museum education,6074
10007159,The University of Sunderland,England,North East,2016/17,Chargeable events,Attendees,Other,77
10007159,The University of Sunderland,England,North East,2016/17,Free events,Academic staff time (days),Public lectures,18
10007159,The University of Sunderland,England,North East,2016/17,Free events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",1
10007159,The University of Sunderland,England,North East,2016/17,Free events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",44
10007159,The University of Sunderland,England,North East,2016/17,Free events,Academic staff time (days),Museum education,21
10007159,The University of Sunderland,England,North East,2016/17,Free events,Academic staff time (days),Other,274
10007159,The University of Sunderland,England,North East,2016/17,Free events,Attendees,Public lectures,4656
10007159,The University of Sunderland,England,North East,2016/17,Free events,Attendees,"Performance arts (music, dance, drama etc.)",30
10007159,The University of Sunderland,England,North East,2016/17,Free events,Attendees,"Exhibitions (galleries, museums etc.)",58987
10007159,The University of Sunderland,England,North East,2016/17,Free events,Attendees,Museum education,1283
10007159,The University of Sunderland,England,North East,2016/17,Free events,Attendees,Other,22500
10007159,The University of Sunderland,England,North East,2017/18,Chargeable events,Academic staff time (days),Public lectures,0
10007159,The University of Sunderland,England,North East,2017/18,Chargeable events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",0
10007159,The University of Sunderland,England,North East,2017/18,Chargeable events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",20
10007159,The University of Sunderland,England,North East,2017/18,Chargeable events,Academic staff time (days),Museum education,77
10007159,The University of Sunderland,England,North East,2017/18,Chargeable events,Academic staff time (days),Other,41
10007159,The University of Sunderland,England,North East,2017/18,Chargeable events,Attendees,Public lectures,0
10007159,The University of Sunderland,England,North East,2017/18,Chargeable events,Attendees,"Performance arts (music, dance, drama etc.)",0
10007159,The University of Sunderland,England,North East,2017/18,Chargeable events,Attendees,"Exhibitions (galleries, museums etc.)",924
10007159,The University of Sunderland,England,North East,2017/18,Chargeable events,Attendees,Museum education,7727
10007159,The University of Sunderland,England,North East,2017/18,Chargeable events,Attendees,Other,2465
10007159,The University of Sunderland,England,North East,2017/18,Free events,Academic staff time (days),Public lectures,20
10007159,The University of Sunderland,England,North East,2017/18,Free events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",0
10007159,The University of Sunderland,England,North East,2017/18,Free events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",21
10007159,The University of Sunderland,England,North East,2017/18,Free events,Academic staff time (days),Museum education,12
10007159,The University of Sunderland,England,North East,2017/18,Free events,Academic staff time (days),Other,305
10007159,The University of Sunderland,England,North East,2017/18,Free events,Attendees,Public lectures,3075
10007159,The University of Sunderland,England,North East,2017/18,Free events,Attendees,"Performance arts (music, dance, drama etc.)",61
10007159,The University of Sunderland,England,North East,2017/18,Free events,Attendees,"Exhibitions (galleries, museums etc.)",60101
10007159,The University of Sunderland,England,North East,2017/18,Free events,Attendees,Museum education,739
10007159,The University of Sunderland,England,North East,2017/18,Free events,Attendees,Other,20972
10007159,The University of Sunderland,England,North East,2018/19,Chargeable events,Academic staff time (days),Public lectures,0
10007159,The University of Sunderland,England,North East,2018/19,Chargeable events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",5
10007159,The University of Sunderland,England,North East,2018/19,Chargeable events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",9
10007159,The University of Sunderland,England,North East,2018/19,Chargeable events,Academic staff time (days),Museum education,70
10007159,The University of Sunderland,England,North East,2018/19,Chargeable events,Academic staff time (days),Other,39
10007159,The University of Sunderland,England,North East,2018/19,Chargeable events,Attendees,Public lectures,0
10007159,The University of Sunderland,England,North East,2018/19,Chargeable events,Attendees,"Performance arts (music, dance, drama etc.)",1223
10007159,The University of Sunderland,England,North East,2018/19,Chargeable events,Attendees,"Exhibitions (galleries, museums etc.)",261
10007159,The University of Sunderland,England,North East,2018/19,Chargeable events,Attendees,Museum education,5219
10007159,The University of Sunderland,England,North East,2018/19,Chargeable events,Attendees,Other,2207
10007159,The University of Sunderland,England,North East,2018/19,Free events,Academic staff time (days),Public lectures,16
10007159,The University of Sunderland,England,North East,2018/19,Free events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",5
10007159,The University of Sunderland,England,North East,2018/19,Free events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",20
10007159,The University of Sunderland,England,North East,2018/19,Free events,Academic staff time (days),Museum education,41
10007159,The University of Sunderland,England,North East,2018/19,Free events,Academic staff time (days),Other,230
10007159,The University of Sunderland,England,North East,2018/19,Free events,Attendees,Public lectures,1931
10007159,The University of Sunderland,England,North East,2018/19,Free events,Attendees,"Performance arts (music, dance, drama etc.)",532
10007159,The University of Sunderland,England,North East,2018/19,Free events,Attendees,"Exhibitions (galleries, museums etc.)",53055
10007159,The University of Sunderland,England,North East,2018/19,Free events,Attendees,Museum education,1122
10007159,The University of Sunderland,England,North East,2018/19,Free events,Attendees,Other,14200
10007159,The University of Sunderland,England,North East,2019/20,Chargeable events,Academic staff time (days),Public lectures,0
10007159,The University of Sunderland,England,North East,2019/20,Chargeable events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",1
10007159,The University of Sunderland,England,North East,2019/20,Chargeable events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",0
10007159,The University of Sunderland,England,North East,2019/20,Chargeable events,Academic staff time (days),Museum education,51
10007159,The University of Sunderland,England,North East,2019/20,Chargeable events,Academic staff time (days),Other,47
10007159,The University of Sunderland,England,North East,2019/20,Chargeable events,Attendees,Public lectures,28
10007159,The University of Sunderland,England,North East,2019/20,Chargeable events,Attendees,"Performance arts (music, dance, drama etc.)",396
10007159,The University of Sunderland,England,North East,2019/20,Chargeable events,Attendees,"Exhibitions (galleries, museums etc.)",0
10007159,The University of Sunderland,England,North East,2019/20,Chargeable events,Attendees,Museum education,2762
10007159,The University of Sunderland,England,North East,2019/20,Chargeable events,Attendees,Other,1003
10007159,The University of Sunderland,England,North East,2019/20,Free events,Academic staff time (days),Public lectures,11
10007159,The University of Sunderland,England,North East,2019/20,Free events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",0
10007159,The University of Sunderland,England,North East,2019/20,Free events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",9
10007159,The University of Sunderland,England,North East,2019/20,Free events,Academic staff time (days),Museum education,10
10007159,The University of Sunderland,England,North East,2019/20,Free events,Academic staff time (days),Other,173
10007159,The University of Sunderland,England,North East,2019/20,Free events,Attendees,Public lectures,1430
10007159,The University of Sunderland,England,North East,2019/20,Free events,Attendees,"Performance arts (music, dance, drama etc.)",100
10007159,The University of Sunderland,England,North East,2019/20,Free events,Attendees,"Exhibitions (galleries, museums etc.)",32500
10007159,The University of Sunderland,England,North East,2019/20,Free events,Attendees,Museum education,953
10007159,The University of Sunderland,England,North East,2019/20,Free events,Attendees,Other,11349
10007159,The University of Sunderland,England,North East,2020/21,Chargeable events,Academic staff time (days),Public lectures,0
10007159,The University of Sunderland,England,North East,2020/21,Chargeable events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",1
10007159,The University of Sunderland,England,North East,2020/21,Chargeable events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",1
10007159,The University of Sunderland,England,North East,2020/21,Chargeable events,Academic staff time (days),Museum education,33
10007159,The University of Sunderland,England,North East,2020/21,Chargeable events,Academic staff time (days),Other,14
10007159,The University of Sunderland,England,North East,2020/21,Chargeable events,Attendees,Public lectures,0
10007159,The University of Sunderland,England,North East,2020/21,Chargeable events,Attendees,"Performance arts (music, dance, drama etc.)",65
10007159,The University of Sunderland,England,North East,2020/21,Chargeable events,Attendees,"Exhibitions (galleries, museums etc.)",100
10007159,The University of Sunderland,England,North East,2020/21,Chargeable events,Attendees,Museum education,418
10007159,The University of Sunderland,England,North East,2020/21,Chargeable events,Attendees,Other,330
10007159,The University of Sunderland,England,North East,2020/21,Free events,Academic staff time (days),Public lectures,28
10007159,The University of Sunderland,England,North East,2020/21,Free events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",3
10007159,The University of Sunderland,England,North East,2020/21,Free events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",2
10007159,The University of Sunderland,England,North East,2020/21,Free events,Academic staff time (days),Museum education,46
10007159,The University of Sunderland,England,North East,2020/21,Free events,Academic staff time (days),Other,23
10007159,The University of Sunderland,England,North East,2020/21,Free events,Attendees,Public lectures,2012
10007159,The University of Sunderland,England,North East,2020/21,Free events,Attendees,"Performance arts (music, dance, drama etc.)",480
10007159,The University of Sunderland,England,North East,2020/21,Free events,Attendees,"Exhibitions (galleries, museums etc.)",15275
10007159,The University of Sunderland,England,North East,2020/21,Free events,Attendees,Museum education,6558
10007159,The University of Sunderland,England,North East,2020/21,Free events,Attendees,Other,9779
10007159,The University of Sunderland,England,North East,2021/22,Chargeable events,Academic staff time (days),Public lectures,0
10007159,The University of Sunderland,England,North East,2021/22,Chargeable events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",7
10007159,The University of Sunderland,England,North East,2021/22,Chargeable events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",0
10007159,The University of Sunderland,England,North East,2021/22,Chargeable events,Academic staff time (days),Museum education,77
10007159,The University of Sunderland,England,North East,2021/22,Chargeable events,Academic staff time (days),Other,113
10007159,The University of Sunderland,England,North East,2021/22,Chargeable events,Attendees,Public lectures,0
10007159,The University of Sunderland,England,North East,2021/22,Chargeable events,Attendees,"Performance arts (music, dance, drama etc.)",704
10007159,The University of Sunderland,England,North East,2021/22,Chargeable events,Attendees,"Exhibitions (galleries, museums etc.)",0
10007159,The University of Sunderland,England,North East,2021/22,Chargeable events,Attendees,Museum education,4777
10007159,The University of Sunderland,England,North East,2021/22,Chargeable events,Attendees,Other,1549
10007159,The University of Sunderland,England,North East,2021/22,Free events,Academic staff time (days),Public lectures,32
10007159,The University of Sunderland,England,North East,2021/22,Free events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",7
10007159,The University of Sunderland,England,North East,2021/22,Free events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",20
10007159,The University of Sunderland,England,North East,2021/22,Free events,Academic staff time (days),Museum education,39
10007159,The University of Sunderland,England,North East,2021/22,Free events,Academic staff time (days),Other,247
10007159,The University of Sunderland,England,North East,2021/22,Free events,Attendees,Public lectures,4975
10007159,The University of Sunderland,England,North East,2021/22,Free events,Attendees,"Performance arts (music, dance, drama etc.)",3353
10007159,The University of Sunderland,England,North East,2021/22,Free events,Attendees,"Exhibitions (galleries, museums etc.)",46563
10007159,The University of Sunderland,England,North East,2021/22,Free events,Attendees,Museum education,1653
10007159,The University of Sunderland,England,North East,2021/22,Free events,Attendees,Other,18979
10007159,The University of Sunderland,England,North East,2022/23,Chargeable events,Academic staff time (days),Public lectures,4
10007159,The University of Sunderland,England,North East,2022/23,Chargeable events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",1
10007159,The University of Sunderland,England,North East,2022/23,Chargeable events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",0
10007159,The University of Sunderland,England,North East,2022/23,Chargeable events,Academic staff time (days),Museum education,121
10007159,The University of Sunderland,England,North East,2022/23,Chargeable events,Academic staff time (days),Other,13
10007159,The University of Sunderland,England,North East,2022/23,Chargeable events,Attendees,Public lectures,204
10007159,The University of Sunderland,England,North East,2022/23,Chargeable events,Attendees,"Performance arts (music, dance, drama etc.)",220
10007159,The University of Sunderland,England,North East,2022/23,Chargeable events,Attendees,"Exhibitions (galleries, museums etc.)",0
10007159,The University of Sunderland,England,North East,2022/23,Chargeable events,Attendees,Museum education,5258
10007159,The University of Sunderland,England,North East,2022/23,Chargeable events,Attendees,Other,1838
10007159,The University of Sunderland,England,North East,2022/23,Free events,Academic staff time (days),Public lectures,90
10007159,The University of Sunderland,England,North East,2022/23,Free events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",7
10007159,The University of Sunderland,England,North East,2022/23,Free events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",16
10007159,The University of Sunderland,England,North East,2022/23,Free events,Academic staff time (days),Museum education,248
10007159,The University of Sunderland,England,North East,2022/23,Free events,Academic staff time (days),Other,294
10007159,The University of Sunderland,England,North East,2022/23,Free events,Attendees,Public lectures,2945
10007159,The University of Sunderland,England,North East,2022/23,Free events,Attendees,"Performance arts (music, dance, drama etc.)",1601
10007159,The University of Sunderland,England,North East,2022/23,Free events,Attendees,"Exhibitions (galleries, museums etc.)",37554
10007159,The University of Sunderland,England,North East,2022/23,Free events,Attendees,Museum education,26736
10007159,The University of Sunderland,England,North East,2022/23,Free events,Attendees,Other,17437
10007159,The University of Sunderland,England,North East,2023/24,Chargeable events,Academic staff time (days),Public lectures,1
10007159,The University of Sunderland,England,North East,2023/24,Chargeable events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",1
10007159,The University of Sunderland,England,North East,2023/24,Chargeable events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",0
10007159,The University of Sunderland,England,North East,2023/24,Chargeable events,Academic staff time (days),Museum education,136
10007159,The University of Sunderland,England,North East,2023/24,Chargeable events,Academic staff time (days),Other,13
10007159,The University of Sunderland,England,North East,2023/24,Chargeable events,Attendees,Public lectures,255
10007159,The University of Sunderland,England,North East,2023/24,Chargeable events,Attendees,"Performance arts (music, dance, drama etc.)",300
10007159,The University of Sunderland,England,North East,2023/24,Chargeable events,Attendees,"Exhibitions (galleries, museums etc.)",90
10007159,The University of Sunderland,England,North East,2023/24,Chargeable events,Attendees,Museum education,4133
10007159,The University of Sunderland,England,North East,2023/24,Chargeable events,Attendees,Other,1300
10007159,The University of Sunderland,England,North East,2023/24,Free events,Academic staff time (days),Public lectures,12
10007159,The University of Sunderland,England,North East,2023/24,Free events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",5
10007159,The University of Sunderland,England,North East,2023/24,Free events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",14
10007159,The University of Sunderland,England,North East,2023/24,Free events,Academic staff time (days),Museum education,123
10007159,The University of Sunderland,England,North East,2023/24,Free events,Academic staff time (days),Other,340
10007159,The University of Sunderland,England,North East,2023/24,Free events,Attendees,Public lectures,807
10007159,The University of Sunderland,England,North East,2023/24,Free events,Attendees,"Performance arts (music, dance, drama etc.)",1010
10007159,The University of Sunderland,England,North East,2023/24,Free events,Attendees,"Exhibitions (galleries, museums etc.)",32433
10007159,The University of Sunderland,England,North East,2023/24,Free events,Attendees,Museum education,22655
10007159,The University of Sunderland,England,North East,2023/24,Free events,Attendees,Other,24415
10007161,Teesside University,England,North East,2014/15,Chargeable events,Academic staff time (days),Public lectures,0
10007161,Teesside University,England,North East,2014/15,Chargeable events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",8
10007161,Teesside University,England,North East,2014/15,Chargeable events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",335
10007161,Teesside University,England,North East,2014/15,Chargeable events,Academic staff time (days),Museum education,0
10007161,Teesside University,England,North East,2014/15,Chargeable events,Academic staff time (days),Other,38
10007161,Teesside University,England,North East,2014/15,Chargeable events,Attendees,Public lectures,0
10007161,Teesside University,England,North East,2014/15,Chargeable events,Attendees,"Performance arts (music, dance, drama etc.)",100
10007161,Teesside University,England,North East,2014/15,Chargeable events,Attendees,"Exhibitions (galleries, museums etc.)",922
10007161,Teesside University,England,North East,2014/15,Chargeable events,Attendees,Museum education,0
10007161,Teesside University,England,North East,2014/15,Chargeable events,Attendees,Other,518
10007161,Teesside University,England,North East,2014/15,Free events,Academic staff time (days),Public lectures,43
10007161,Teesside University,England,North East,2014/15,Free events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",43
10007161,Teesside University,England,North East,2014/15,Free events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",159
10007161,Teesside University,England,North East,2014/15,Free events,Academic staff time (days),Museum education,0
10007161,Teesside University,England,North East,2014/15,Free events,Academic staff time (days),Other,254
10007161,Teesside University,England,North East,2014/15,Free events,Attendees,Public lectures,531
10007161,Teesside University,England,North East,2014/15,Free events,Attendees,"Performance arts (music, dance, drama etc.)",580
10007161,Teesside University,England,North East,2014/15,Free events,Attendees,"Exhibitions (galleries, museums etc.)",1964
10007161,Teesside University,England,North East,2014/15,Free events,Attendees,Museum education,0
10007161,Teesside University,England,North East,2014/15,Free events,Attendees,Other,2661
10007161,Teesside University,England,North East,2015/16,Chargeable events,Academic staff time (days),Public lectures,0
10007161,Teesside University,England,North East,2015/16,Chargeable events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",0
10007161,Teesside University,England,North East,2015/16,Chargeable events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",350
10007161,Teesside University,England,North East,2015/16,Chargeable events,Academic staff time (days),Museum education,0
10007161,Teesside University,England,North East,2015/16,Chargeable events,Academic staff time (days),Other,10
10007161,Teesside University,England,North East,2015/16,Chargeable events,Attendees,Public lectures,0
10007161,Teesside University,England,North East,2015/16,Chargeable events,Attendees,"Performance arts (music, dance, drama etc.)",0
10007161,Teesside University,England,North East,2015/16,Chargeable events,Attendees,"Exhibitions (galleries, museums etc.)",907
10007161,Teesside University,England,North East,2015/16,Chargeable events,Attendees,Museum education,0
10007161,Teesside University,England,North East,2015/16,Chargeable events,Attendees,Other,30
10007161,Teesside University,England,North East,2015/16,Free events,Academic staff time (days),Public lectures,74
10007161,Teesside University,England,North East,2015/16,Free events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",36
10007161,Teesside University,England,North East,2015/16,Free events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",92
10007161,Teesside University,England,North East,2015/16,Free events,Academic staff time (days),Museum education,14
10007161,Teesside University,England,North East,2015/16,Free events,Academic staff time (days),Other,178
10007161,Teesside University,England,North East,2015/16,Free events,Attendees,Public lectures,834
10007161,Teesside University,England,North East,2015/16,Free events,Attendees,"Performance arts (music, dance, drama etc.)",606
10007161,Teesside University,England,North East,2015/16,Free events,Attendees,"Exhibitions (galleries, museums etc.)",870
10007161,Teesside University,England,North East,2015/16,Free events,Attendees,Museum education,150
10007161,Teesside University,England,North East,2015/16,Free events,Attendees,Other,1384
10007161,Teesside University,England,North East,2016/17,Chargeable events,Academic staff time (days),Public lectures,0
10007161,Teesside University,England,North East,2016/17,Chargeable events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",0
10007161,Teesside University,England,North East,2016/17,Chargeable events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",294
10007161,Teesside University,England,North East,2016/17,Chargeable events,Academic staff time (days),Museum education,0
10007161,Teesside University,England,North East,2016/17,Chargeable events,Academic staff time (days),Other,0
10007161,Teesside University,England,North East,2016/17,Chargeable events,Attendees,Public lectures,0
10007161,Teesside University,England,North East,2016/17,Chargeable events,Attendees,"Performance arts (music, dance, drama etc.)",0
10007161,Teesside University,England,North East,2016/17,Chargeable events,Attendees,"Exhibitions (galleries, museums etc.)",641
10007161,Teesside University,England,North East,2016/17,Chargeable events,Attendees,Museum education,0
10007161,Teesside University,England,North East,2016/17,Chargeable events,Attendees,Other,0
10007161,Teesside University,England,North East,2016/17,Free events,Academic staff time (days),Public lectures,43
10007161,Teesside University,England,North East,2016/17,Free events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",6
10007161,Teesside University,England,North East,2016/17,Free events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",84
10007161,Teesside University,England,North East,2016/17,Free events,Academic staff time (days),Museum education,0
10007161,Teesside University,England,North East,2016/17,Free events,Academic staff time (days),Other,155
10007161,Teesside University,England,North East,2016/17,Free events,Attendees,Public lectures,586
10007161,Teesside University,England,North East,2016/17,Free events,Attendees,"Performance arts (music, dance, drama etc.)",123
10007161,Teesside University,England,North East,2016/17,Free events,Attendees,"Exhibitions (galleries, museums etc.)",640
10007161,Teesside University,England,North East,2016/17,Free events,Attendees,Museum education,0
10007161,Teesside University,England,North East,2016/17,Free events,Attendees,Other,2184
10007161,Teesside University,England,North East,2017/18,Chargeable events,Academic staff time (days),Public lectures,0
10007161,Teesside University,England,North East,2017/18,Chargeable events,Academic staff time (days),"Performance arts (music, dance, drama etc.)",0
10007161,Teesside University,England,North East,2017/18,Chargeable events,Academic staff time (days),"Exhibitions (galleries, museums etc.)",300
10007161,Teesside University,England,North East,2017/18,Chargeable events,Academic staff time (days),Museum education,15
10007161,Teesside University,England,North East,2017/18,Chargeable events,Academic staff time (days),Other,0
